trait_id	original_category	product_module	trait_name_original	trait_name_consumer_friendly	scientific_description_short	what_can_be_tested	what_cannot_be_claimed	number_of_rsids	rsids	genes_cleaned	has_pdf_only_candidate_rsids	has_structured_catalog_rsids	marker_validation_status	requires_external_annotation	requires_clinvar_review	requires_gwas_review	requires_pharmgkb_review	requires_manual_scientific_review	privacy_or_regulatory_sensitivity	recommended_product_tier	mvp_include_candidate_yes_no	reason_for_tier	recommended_report_language	required_caveat	notes
wg-2372	dietary_preference	Nutrition & Metabolism	Porridge Preference	Porridge Preference	Genetic variants that may influence nutritional metabolism related to Porridge Preference.	Association testing using genetic markers from the structured WeGene catalog related to Porridge Preference.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. Results are probabilistic and for informational/wellness purposes only.	4	rs55872;rs10789340;rs1593062;rs9569324	FTOCC;GFRA1	no	yes	structured_catalog_unvalidated	yes	no	yes	no	yes	moderate	A	yes	Non-sensitive trait with structured catalog rsIDs. MVP candidate pending external annotation.	consumer-friendly, non-clinical	Wellness/non-clinical trait report. Genetic markers are externally unvalidated. Results are probabilistic and for informational purposes only.	
wg-2313	dietary_preference	Nutrition & Metabolism	Prawns Preference	Prawns Preference	Genetic variants that may influence nutritional metabolism related to Prawns Preference.	Association testing using genetic markers from the structured WeGene catalog related to Prawns Preference.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. Results are probabilistic and for informational/wellness purposes only.	5	rs42935;rs83813;rs62148582;rs715280;rs2526389	APOE;CADM2;CCDC171;CDH13;CHD2;FGF21;GGT1;KIRREL3;MAGI2;NDUFS;NDUFS1;PCCB;TAS2R3;TAS2R38	no	yes	structured_catalog_unvalidated	yes	no	yes	no	yes	moderate	A	yes	Non-sensitive trait with structured catalog rsIDs. MVP candidate pending external annotation.	consumer-friendly, non-clinical	Wellness/non-clinical trait report. Genetic markers are externally unvalidated. Results are probabilistic and for informational purposes only.	
wg-2399	dietary_preference	Nutrition & Metabolism	Raw Carrots Preference	Raw Carrots Preference	Genetic variants that may influence nutritional metabolism related to Raw Carrots Preference.	Association testing using genetic markers from the structured WeGene catalog related to Raw Carrots Preference.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. Results are probabilistic and for informational/wellness purposes only.	5	rs22411;rs99726;rs2952186;rs2380937;rs12005972		no	yes	structured_catalog_unvalidated	yes	no	yes	no	yes	moderate	A	yes	Non-sensitive trait with structured catalog rsIDs. MVP candidate pending external annotation.	consumer-friendly, non-clinical	Wellness/non-clinical trait report. Genetic markers are externally unvalidated. Results are probabilistic and for informational purposes only.	No genes associated.
wg-2402	dietary_preference	Nutrition & Metabolism	Red Wine Preference	Red Wine Preference	Genetic variants that may influence nutritional metabolism related to Red Wine Preference.	Association testing using genetic markers from the structured WeGene catalog related to Red Wine Preference.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. Results are probabilistic and for informational/wellness purposes only.	4	rs102469;rs62244888;rs3887138;rs1229984	ADH1B;ADH1C;ALDH2;CYP1A1;EPHX1;MIR1273;MIR1273H;SLC6A3;TAS2R38	no	yes	structured_catalog_unvalidated	yes	no	yes	no	yes	moderate	A	yes	Non-sensitive trait with structured catalog rsIDs. MVP candidate pending external annotation.	consumer-friendly, non-clinical	Wellness/non-clinical trait report. Genetic markers are externally unvalidated. Results are probabilistic and for informational purposes only.	
wg-2325	dietary_preference	Nutrition & Metabolism	Roast Chicken Preference	Roast Chicken Preference	Genetic variants that may influence nutritional metabolism related to Roast Chicken Preference.	Association testing using genetic markers from the structured WeGene catalog related to Roast Chicken Preference.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. Results are probabilistic and for informational/wellness purposes only.	3	rs429358;rs186775337;rs8083301	APOE;CADM2;FGF21;FUT2;MTHFR;NDUFS;NDUFS1;SYK	no	yes	structured_catalog_unvalidated	yes	no	yes	no	yes	moderate	A	yes	Non-sensitive trait with structured catalog rsIDs. MVP candidate pending external annotation.	consumer-friendly, non-clinical	Wellness/non-clinical trait report. Genetic markers are externally unvalidated. Results are probabilistic and for informational purposes only.	
wg-2371	dietary_preference	Nutrition & Metabolism	Salad Dressing Preference	Salad Dressing Preference	Genetic variants that may influence nutritional metabolism related to Salad Dressing Preference.	Association testing using genetic markers from the structured WeGene catalog related to Salad Dressing Preference.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. Results are probabilistic and for informational/wellness purposes only.	2	rs7741058;rs142175605		no	yes	structured_catalog_unvalidated	yes	no	yes	no	yes	moderate	A	yes	Non-sensitive trait with structured catalog rsIDs. MVP candidate pending external annotation.	consumer-friendly, non-clinical	Wellness/non-clinical trait report. Genetic markers are externally unvalidated. Results are probabilistic and for informational purposes only.	No genes associated.
wg-2411	dietary_preference	Nutrition & Metabolism	Salami Preference	Salami Preference	Genetic variants that may influence nutritional metabolism related to Salami Preference.	Association testing using genetic markers from the structured WeGene catalog related to Salami Preference.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. Results are probabilistic and for informational/wellness purposes only.	6	rs11642;rs13262;rs62244;rs186775337;rs8083301;rs429358	APOE;CADM2;FGF21;FTO;FTOCC;FUT2;HTR3E;MTHFR;NDUFS;NDUFS1;OR10A3;SYK	no	yes	structured_catalog_unvalidated	yes	no	yes	no	yes	moderate	A	yes	Non-sensitive trait with structured catalog rsIDs. MVP candidate pending external annotation.	consumer-friendly, non-clinical	Wellness/non-clinical trait report. Genetic markers are externally unvalidated. Results are probabilistic and for informational purposes only.	
wg-2360	dietary_preference	Nutrition & Metabolism	Salmon Preference	Salmon Preference	Genetic variants that may influence nutritional metabolism related to Salmon Preference.	Association testing using genetic markers from the structured WeGene catalog related to Salmon Preference.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. Results are probabilistic and for informational/wellness purposes only.	4	rs11859;rs3106840;rs62148585;rs967168	AUTS2;BAG6;CDH13;FGF21;GFRA1;HCG9;LIMK2;PEBP4	no	yes	structured_catalog_unvalidated	yes	no	yes	no	yes	moderate	A	yes	Non-sensitive trait with structured catalog rsIDs. MVP candidate pending external annotation.	consumer-friendly, non-clinical	Wellness/non-clinical trait report. Genetic markers are externally unvalidated. Results are probabilistic and for informational purposes only.	
wg-2332	dietary_preference	Nutrition & Metabolism	Salt Preference	Salt Preference	Genetic variants that may influence nutritional metabolism related to Salt Preference.	Association testing using genetic markers from the structured WeGene catalog related to Salt Preference.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. Results are probabilistic and for informational/wellness purposes only.	4	rs17268;rs13388416;rs7591518;rs7638932	TAS2R3;TAS2R38;TEX41	no	yes	structured_catalog_unvalidated	yes	no	yes	no	yes	moderate	A	yes	Non-sensitive trait with structured catalog rsIDs. MVP candidate pending external annotation.	consumer-friendly, non-clinical	Wellness/non-clinical trait report. Genetic markers are externally unvalidated. Results are probabilistic and for informational purposes only.	
wg-2412	dietary_preference	Nutrition & Metabolism	Salty Pretzels Preference	Salty Pretzels Preference	Genetic variants that may influence nutritional metabolism related to Salty Pretzels Preference.	Association testing using genetic markers from the structured WeGene catalog related to Salty Pretzels Preference.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. Results are probabilistic and for informational/wellness purposes only.	4	rs54376;rs13262595;rs589085;rs2638281		no	yes	structured_catalog_unvalidated	yes	no	yes	no	yes	moderate	A	yes	Non-sensitive trait with structured catalog rsIDs. MVP candidate pending external annotation.	consumer-friendly, non-clinical	Wellness/non-clinical trait report. Genetic markers are externally unvalidated. Results are probabilistic and for informational purposes only.	No genes associated.
wg-2370	dietary_preference	Nutrition & Metabolism	Sardines Preference	Sardines Preference	Genetic variants that may influence nutritional metabolism related to Sardines Preference.	Association testing using genetic markers from the structured WeGene catalog related to Sardines Preference.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. Results are probabilistic and for informational/wellness purposes only.	4	rs11859;rs2110529;rs55985303;rs6789291	AUTS2;BAG6;CDH13;FGF21;GFRA1;HCG9;LIMK2;PEBP4	no	yes	structured_catalog_unvalidated	yes	no	yes	no	yes	moderate	A	yes	Non-sensitive trait with structured catalog rsIDs. MVP candidate pending external annotation.	consumer-friendly, non-clinical	Wellness/non-clinical trait report. Genetic markers are externally unvalidated. Results are probabilistic and for informational purposes only.	
wg-2353	dietary_preference	Nutrition & Metabolism	Sausages Preference	Sausages Preference	Genetic variants that may influence nutritional metabolism related to Sausages Preference.	Association testing using genetic markers from the structured WeGene catalog related to Sausages Preference.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. Results are probabilistic and for informational/wellness purposes only.	2	rs429358;rs72839449	APOE;CADM2;FGF21;FUT2;MTHFR;SYK	no	yes	structured_catalog_unvalidated	yes	no	yes	no	yes	moderate	A	yes	Non-sensitive trait with structured catalog rsIDs. MVP candidate pending external annotation.	consumer-friendly, non-clinical	Wellness/non-clinical trait report. Genetic markers are externally unvalidated. Results are probabilistic and for informational purposes only.	
wg-2391	dietary_preference	Nutrition & Metabolism	Savory Biscuits Preference	Savory Biscuits Preference	Genetic variants that may influence nutritional metabolism related to Savory Biscuits Preference.	Association testing using genetic markers from the structured WeGene catalog related to Savory Biscuits Preference.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. Results are probabilistic and for informational/wellness purposes only.	1	rs56131196		no	yes	structured_catalog_unvalidated	yes	no	yes	no	yes	moderate	A	yes	Non-sensitive trait with structured catalog rsIDs. MVP candidate pending external annotation.	consumer-friendly, non-clinical	Wellness/non-clinical trait report. Genetic markers are externally unvalidated. Results are probabilistic and for informational purposes only.	No genes associated.
wg-2278	dietary_preference	Nutrition & Metabolism	Sedentary Preference​​	Sedentary Preference​​	Genetic variants that may influence nutritional metabolism related to Sedentary Preference​​.	Association testing using genetic markers from the structured WeGene catalog related to Sedentary Preference​​.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. Results are probabilistic and for informational/wellness purposes only.	5	rs18582;rs34858;rs4596363;rs4518438;rs8450	CRTC2;MEF2C	no	yes	structured_catalog_unvalidated	yes	no	yes	no	yes	moderate	A	yes	Non-sensitive trait with structured catalog rsIDs. MVP candidate pending external annotation.	consumer-friendly, non-clinical	Wellness/non-clinical trait report. Genetic markers are externally unvalidated. Results are probabilistic and for informational purposes only.	
wg-2326	dietary_preference	Nutrition & Metabolism	Smoked Fish Preference	Smoked Fish Preference	Genetic variants that may influence nutritional metabolism related to Smoked Fish Preference.	Association testing using genetic markers from the structured WeGene catalog related to Smoked Fish Preference.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. Results are probabilistic and for informational/wellness purposes only.	4	rs83813;rs55985303;rs12653396;rs62033405	APOE;CCDC171;CDH13;FGF21;GGT1;KIRREL3;LIMK2;MAGI2;TAS2R3;TAS2R38	no	yes	structured_catalog_unvalidated	yes	no	yes	no	yes	moderate	A	yes	Non-sensitive trait with structured catalog rsIDs. MVP candidate pending external annotation.	consumer-friendly, non-clinical	Wellness/non-clinical trait report. Genetic markers are externally unvalidated. Results are probabilistic and for informational purposes only.	
wg-2341	dietary_preference	Nutrition & Metabolism	Spinach Preference	Spinach Preference	Genetic variants that may influence nutritional metabolism related to Spinach Preference.	Association testing using genetic markers from the structured WeGene catalog related to Spinach Preference.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. Results are probabilistic and for informational/wellness purposes only.	3	rs26434;rs12156350;rs112725644	PAM	no	yes	structured_catalog_unvalidated	yes	no	yes	no	yes	moderate	A	yes	Non-sensitive trait with structured catalog rsIDs. MVP candidate pending external annotation.	consumer-friendly, non-clinical	Wellness/non-clinical trait report. Genetic markers are externally unvalidated. Results are probabilistic and for informational purposes only.	
wg-2289	dietary_preference	Nutrition & Metabolism	Sun-Seeking Preference	Sun-Seeking Preference	Genetic variants that may influence nutritional metabolism related to Sun-Seeking Preference.	Association testing using genetic markers from the structured WeGene catalog related to Sun-Seeking Preference.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. Results are probabilistic and for informational/wellness purposes only.	3	rs2570497;rs133937;rs76112426		no	yes	structured_catalog_unvalidated	yes	no	yes	no	yes	moderate	A	yes	Non-sensitive trait with structured catalog rsIDs. MVP candidate pending external annotation.	consumer-friendly, non-clinical	Wellness/non-clinical trait report. Genetic markers are externally unvalidated. Results are probabilistic and for informational purposes only.	No genes associated.
wg-2363	dietary_preference	Nutrition & Metabolism	Tea with Sugar Preference	Tea with Sugar Preference	Genetic variants that may influence nutritional metabolism related to Tea with Sugar Preference.	Association testing using genetic markers from the structured WeGene catalog related to Tea with Sugar Preference.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. Results are probabilistic and for informational/wellness purposes only.	4	rs99726;rs145623467;rs617999;rs10772380		no	yes	structured_catalog_unvalidated	yes	no	yes	no	yes	moderate	A	yes	Non-sensitive trait with structured catalog rsIDs. MVP candidate pending external annotation.	consumer-friendly, non-clinical	Wellness/non-clinical trait report. Genetic markers are externally unvalidated. Results are probabilistic and for informational purposes only.	No genes associated.
wg-2367	dietary_preference	Nutrition & Metabolism	Tea without Sugar Preference	Tea without Sugar Preference	Genetic variants that may influence nutritional metabolism related to Tea without Sugar Preference.	Association testing using genetic markers from the structured WeGene catalog related to Tea without Sugar Preference.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. Results are probabilistic and for informational/wellness purposes only.	1	rs12653396	FGF21	no	yes	structured_catalog_unvalidated	yes	no	yes	no	yes	moderate	A	yes	Non-sensitive trait with structured catalog rsIDs. MVP candidate pending external annotation.	consumer-friendly, non-clinical	Wellness/non-clinical trait report. Genetic markers are externally unvalidated. Results are probabilistic and for informational purposes only.	
wg-2410	dietary_preference	Nutrition & Metabolism	Tinned Tuna Preference	Tinned Tuna Preference	Genetic variants that may influence nutritional metabolism related to Tinned Tuna Preference.	Association testing using genetic markers from the structured WeGene catalog related to Tinned Tuna Preference.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. Results are probabilistic and for informational/wellness purposes only.	2	rs838133;rs56094641	APOE;FGF21	no	yes	structured_catalog_unvalidated	yes	no	yes	no	yes	moderate	A	yes	Non-sensitive trait with structured catalog rsIDs. MVP candidate pending external annotation.	consumer-friendly, non-clinical	Wellness/non-clinical trait report. Genetic markers are externally unvalidated. Results are probabilistic and for informational purposes only.	
wg-2331	dietary_preference	Nutrition & Metabolism	Tomatoes Preference	Tomatoes Preference	Genetic variants that may influence nutritional metabolism related to Tomatoes Preference.	Association testing using genetic markers from the structured WeGene catalog related to Tomatoes Preference.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. Results are probabilistic and for informational/wellness purposes only.	2	rs4240637;rs11370368	MSRA	no	yes	structured_catalog_unvalidated	yes	no	yes	no	yes	moderate	A	yes	Non-sensitive trait with structured catalog rsIDs. MVP candidate pending external annotation.	consumer-friendly, non-clinical	Wellness/non-clinical trait report. Genetic markers are externally unvalidated. Results are probabilistic and for informational purposes only.	
wg-2334	dietary_preference	Nutrition & Metabolism	Turnip Preference	Turnip Preference	Genetic variants that may influence nutritional metabolism related to Turnip Preference.	Association testing using genetic markers from the structured WeGene catalog related to Turnip Preference.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. Results are probabilistic and for informational/wellness purposes only.	3	rs374952396;rs5743618;rs3013340	FLG;GSDMB;IL13;IL2RA;STAT6;TLR1	no	yes	structured_catalog_unvalidated	yes	no	yes	no	yes	moderate	A	yes	Non-sensitive trait with structured catalog rsIDs. MVP candidate pending external annotation.	consumer-friendly, non-clinical	Wellness/non-clinical trait report. Genetic markers are externally unvalidated. Results are probabilistic and for informational purposes only.	
wg-2352	dietary_preference	Nutrition & Metabolism	Vinegar Preference	Vinegar Preference	Genetic variants that may influence nutritional metabolism related to Vinegar Preference.	Association testing using genetic markers from the structured WeGene catalog related to Vinegar Preference.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. Results are probabilistic and for informational/wellness purposes only.	4	rs11642;rs7627615;rs35225200;rs3131062	FTO;FTOCC;HTR3E;OR10A3	no	yes	structured_catalog_unvalidated	yes	no	yes	no	yes	moderate	A	yes	Non-sensitive trait with structured catalog rsIDs. MVP candidate pending external annotation.	consumer-friendly, non-clinical	Wellness/non-clinical trait report. Genetic markers are externally unvalidated. Results are probabilistic and for informational purposes only.	
wg-256	nutrition_metabolism	Nutrition & Metabolism	Vitamin A Nutritional Requirement	Vitamin A Nutritional Requirement	Genetic variants that may influence nutritional metabolism related to Vitamin A Nutritional Requirement.	Association testing using genetic markers from the structured WeGene catalog related to Vitamin A Nutritional Requirement.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. Results are probabilistic and for informational/wellness purposes only.	3	rs6420424;rs11645428;rs6564851	BCMO1;PKD1L2	no	yes	structured_catalog_unvalidated	yes	no	yes	no	yes	moderate	A	yes	Non-sensitive trait with structured catalog rsIDs. MVP candidate pending external annotation.	consumer-friendly, non-clinical	Wellness/non-clinical trait report. Genetic markers are externally unvalidated. Results are probabilistic and for informational purposes only.	
wg-253	nutrition_metabolism	Nutrition & Metabolism	Vitamin B12 Nutritional Requirement	Vitamin B12 Nutritional Requirement	Genetic variants that may influence nutritional metabolism related to Vitamin B12 Nutritional Requirement.	Association testing using genetic markers from the structured WeGene catalog related to Vitamin B12 Nutritional Requirement.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. Results are probabilistic and for informational/wellness purposes only.	5	rs10515;rs12377;rs2298585;rs41281112;rs1047781	CLYBL;FUT2;MS4A3	no	yes	structured_catalog_unvalidated	yes	no	yes	no	yes	moderate	A	yes	Non-sensitive trait with structured catalog rsIDs. MVP candidate pending external annotation.	consumer-friendly, non-clinical	Wellness/non-clinical trait report. Genetic markers are externally unvalidated. Results are probabilistic and for informational purposes only.	
wg-1705	nutrition_metabolism	Nutrition & Metabolism	Vitamin B2 Nutritional Requirement	Vitamin B2 Nutritional Requirement	Genetic variants that may influence nutritional metabolism related to Vitamin B2 Nutritional Requirement.	Association testing using genetic markers from the structured WeGene catalog related to Vitamin B2 Nutritional Requirement.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. Results are probabilistic and for informational/wellness purposes only.	1	rs1801133	ADA;ADAMTS1;ADH1B;ALDH2;APC;APOE;CHRNA;COMT;CYP4A1;CYP4A11;GNAS;IL1B;MMP9;MTHFR;MTRR;NLRP3;PER2;SELE;SYK	no	yes	structured_catalog_unvalidated	yes	no	yes	no	yes	moderate	A	yes	Non-sensitive trait with structured catalog rsIDs. MVP candidate pending external annotation.	consumer-friendly, non-clinical	Wellness/non-clinical trait report. Genetic markers are externally unvalidated. Results are probabilistic and for informational purposes only.	
wg-1702	nutrition_metabolism	Nutrition & Metabolism	Vitamin B6 Nutritional Requirement	Vitamin B6 Nutritional Requirement	Genetic variants that may influence nutritional metabolism related to Vitamin B6 Nutritional Requirement.	Association testing using genetic markers from the structured WeGene catalog related to Vitamin B6 Nutritional Requirement.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. Results are probabilistic and for informational/wellness purposes only.	2	rs1256335;rs4654748	ALPL;NBPF3	no	yes	structured_catalog_unvalidated	yes	no	yes	no	yes	moderate	A	yes	Non-sensitive trait with structured catalog rsIDs. MVP candidate pending external annotation.	consumer-friendly, non-clinical	Wellness/non-clinical trait report. Genetic markers are externally unvalidated. Results are probabilistic and for informational purposes only.	
wg-1700	nutrition_metabolism	Nutrition & Metabolism	Vitamin C Nutritional Requirement	Vitamin C Nutritional Requirement	Genetic variants that may influence nutritional metabolism related to Vitamin C Nutritional Requirement.	Association testing using genetic markers from the structured WeGene catalog related to Vitamin C Nutritional Requirement.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. Results are probabilistic and for informational/wellness purposes only.	4	rs11950;rs33972;rs6133175;rs6053005	SLC23A;SLC23A1;SLC23A2	no	yes	structured_catalog_unvalidated	yes	no	yes	no	yes	moderate	A	yes	Non-sensitive trait with structured catalog rsIDs. MVP candidate pending external annotation.	consumer-friendly, non-clinical	Wellness/non-clinical trait report. Genetic markers are externally unvalidated. Results are probabilistic and for informational purposes only.	
wg-1703	nutrition_metabolism	Nutrition & Metabolism	Vitamin D Nutritional Requirement	Vitamin D Nutritional Requirement	Genetic variants that may influence nutritional metabolism related to Vitamin D Nutritional Requirement.	Association testing using genetic markers from the structured WeGene catalog related to Vitamin D Nutritional Requirement.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. Results are probabilistic and for informational/wellness purposes only.	3	rs10877;rs1155563;rs12512631	CYP2R1;FGF21;METTL1;NADSYN1	no	yes	structured_catalog_unvalidated	yes	no	yes	no	yes	moderate	A	yes	Non-sensitive trait with structured catalog rsIDs. MVP candidate pending external annotation.	consumer-friendly, non-clinical	Wellness/non-clinical trait report. Genetic markers are externally unvalidated. Results are probabilistic and for informational purposes only.	
wg-250	nutrition_metabolism	Nutrition & Metabolism	Vitamin E Nutritional Requirement	Vitamin E Nutritional Requirement	Genetic variants that may influence nutritional metabolism related to Vitamin E Nutritional Requirement.	Association testing using genetic markers from the structured WeGene catalog related to Vitamin E Nutritional Requirement.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. Results are probabilistic and for informational/wellness purposes only.	3	rs964184;rs699407;rs2108622	CYP4F2;GCKR;VKORC1;ZPR1	no	yes	structured_catalog_unvalidated	yes	no	yes	no	yes	moderate	A	yes	Non-sensitive trait with structured catalog rsIDs. MVP candidate pending external annotation.	consumer-friendly, non-clinical	Wellness/non-clinical trait report. Genetic markers are externally unvalidated. Results are probabilistic and for informational purposes only.	
wg-1701	nutrition_metabolism	Nutrition & Metabolism	Vitamin K Nutritional Requirement	Vitamin K Nutritional Requirement	Genetic variants that may influence nutritional metabolism related to Vitamin K Nutritional Requirement.	Association testing using genetic markers from the structured WeGene catalog related to Vitamin K Nutritional Requirement.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. Results are probabilistic and for informational/wellness purposes only.	2	rs2108622;rs9923231	CYP4F2;VKORC1;ZPR1	no	yes	structured_catalog_unvalidated	yes	no	yes	no	yes	moderate	A	yes	Non-sensitive trait with structured catalog rsIDs. MVP candidate pending external annotation.	consumer-friendly, non-clinical	Wellness/non-clinical trait report. Genetic markers are externally unvalidated. Results are probabilistic and for informational purposes only.	
wg-2335	dietary_preference	Nutrition & Metabolism	Wasabi Preference	Wasabi Preference	Genetic variants that may influence nutritional metabolism related to Wasabi Preference.	Association testing using genetic markers from the structured WeGene catalog related to Wasabi Preference.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. Results are probabilistic and for informational/wellness purposes only.	6	rs71359;rs83813;rs11233;rs1004787;rs726857;rs111242991	APOE;CCDC171;CDH13;FGF21;FTOCC;GFRA1;GGT1;KIRREL3;MAGI2;TAS2R3;TAS2R38	no	yes	structured_catalog_unvalidated	yes	no	yes	no	yes	moderate	A	yes	Non-sensitive trait with structured catalog rsIDs. MVP candidate pending external annotation.	consumer-friendly, non-clinical	Wellness/non-clinical trait report. Genetic markers are externally unvalidated. Results are probabilistic and for informational purposes only.	
wg-2365	dietary_preference	Nutrition & Metabolism	Whisky Preference	Whisky Preference	Genetic variants that may influence nutritional metabolism related to Whisky Preference.	Association testing using genetic markers from the structured WeGene catalog related to Whisky Preference.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. Results are probabilistic and for informational/wellness purposes only.	3	rs2726478;rs713598;rs10974347	TAS2R3;TAS2R38	no	yes	structured_catalog_unvalidated	yes	no	yes	no	yes	moderate	A	yes	Non-sensitive trait with structured catalog rsIDs. MVP candidate pending external annotation.	consumer-friendly, non-clinical	Wellness/non-clinical trait report. Genetic markers are externally unvalidated. Results are probabilistic and for informational purposes only.	
wg-2378	dietary_preference	Nutrition & Metabolism	White Bread Preference	White Bread Preference	Genetic variants that may influence nutritional metabolism related to White Bread Preference.	Association testing using genetic markers from the structured WeGene catalog related to White Bread Preference.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. Results are probabilistic and for informational/wellness purposes only.	1	rs12137388		no	yes	structured_catalog_unvalidated	yes	no	yes	no	yes	moderate	A	yes	Non-sensitive trait with structured catalog rsIDs. MVP candidate pending external annotation.	consumer-friendly, non-clinical	Wellness/non-clinical trait report. Genetic markers are externally unvalidated. Results are probabilistic and for informational purposes only.	No genes associated.
wg-2400	dietary_preference	Nutrition & Metabolism	White Wine Preference	White Wine Preference	Genetic variants that may influence nutritional metabolism related to White Wine Preference.	Association testing using genetic markers from the structured WeGene catalog related to White Wine Preference.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. Results are probabilistic and for informational/wellness purposes only.	2	rs11940694;rs1229984	ADH1B;ADH1C;ALDH2;CYP1A1;EPHX1;MIR1273;MIR1273H;SLC6A3;TAS2R38	no	yes	structured_catalog_unvalidated	yes	no	yes	no	yes	moderate	A	yes	Non-sensitive trait with structured catalog rsIDs. MVP candidate pending external annotation.	consumer-friendly, non-clinical	Wellness/non-clinical trait report. Genetic markers are externally unvalidated. Results are probabilistic and for informational purposes only.	
wg-2408	dietary_preference	Nutrition & Metabolism	Whole Grain Cereals Preference	Whole Grain Cereals Preference	Genetic variants that may influence nutritional metabolism related to Whole Grain Cereals Preference.	Association testing using genetic markers from the structured WeGene catalog related to Whole Grain Cereals Preference.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. Results are probabilistic and for informational/wellness purposes only.	1	rs9490002		no	yes	structured_catalog_unvalidated	yes	no	yes	no	yes	moderate	A	yes	Non-sensitive trait with structured catalog rsIDs. MVP candidate pending external annotation.	consumer-friendly, non-clinical	Wellness/non-clinical trait report. Genetic markers are externally unvalidated. Results are probabilistic and for informational purposes only.	No genes associated.
wg-1704	nutrition_metabolism	Nutrition & Metabolism	Zinc Nutritional Requirement	Zinc Nutritional Requirement	Genetic variants that may influence nutritional metabolism related to Zinc Nutritional Requirement.	Association testing using genetic markers from the structured WeGene catalog related to Zinc Nutritional Requirement.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. Results are probabilistic and for informational/wellness purposes only.	3	rs13266;rs11126936;rs233804	SLC30A;SLC30A8;SLC39A;SLC39A14;SLC39A8	no	yes	structured_catalog_unvalidated	yes	no	yes	no	yes	moderate	A	yes	Non-sensitive trait with structured catalog rsIDs. MVP candidate pending external annotation.	consumer-friendly, non-clinical	Wellness/non-clinical trait report. Genetic markers are externally unvalidated. Results are probabilistic and for informational purposes only.	
wg-262	genetic_characteristics	Other/Unclassified	ABO Blood Group	ABO Blood Group	Genetic variants associated with ABO Blood Group.	Association testing using genetic markers from the structured WeGene catalog related to ABO Blood Group.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. Results are probabilistic and for informational/wellness purposes only.	3	rs8176719;rs8176746;rs8176747	ABO;ATP2B4;OR51B5	no	yes	structured_catalog_unvalidated	yes	no	yes	no	yes	moderate	A	yes	Non-sensitive trait with structured catalog rsIDs. MVP candidate pending external annotation.	consumer-friendly, non-clinical	Wellness/non-clinical trait report. Genetic markers are externally unvalidated. Results are probabilistic and for informational purposes only.	
wg-348	genetic_characteristics	Other/Unclassified	APOE Genotype	APOE Genotype	Genetic variants associated with APOE Genotype.	Association testing using genetic markers from the structured WeGene catalog related to APOE Genotype.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. Results are probabilistic and for informational/wellness purposes only.	2	rs429358;rs7412	ABCA2;APOE;CADM2;FGF21;FUT2;GCH1;KCNJ15;MTHFR;PSEN1;SORL1;SYK	no	yes	structured_catalog_unvalidated	yes	no	yes	no	yes	moderate	A	yes	Non-sensitive trait with structured catalog rsIDs. MVP candidate pending external annotation.	consumer-friendly, non-clinical	Wellness/non-clinical trait report. Genetic markers are externally unvalidated. Results are probabilistic and for informational purposes only.	
